,Survey_number,School,confident_peers_pre,respond_struggling_pre,challenging_stigma_pre,confident_post,respond_struggling_post,challenging_stigma_post,use_training,participate,contribute,goal
543,2019,North Ayrshire,4,3,3,5,5,5,4,5,5,5
544,2019,North Ayrshire,4,3,3,5,4,5,5,5,5,5
545,2019,North Ayrshire,3,3,5,5,5,5,5,5,5,5
546,2019,North Ayrshire,5,4,4,5,4,5,5,5,5,4
547,2019,North Ayrshire,4,5,5,4,4,4,5,5,5,5
548,2019,North Ayrshire,4,4,4,5,4,4,4,5,5,5
549,2019,North Ayrshire,4,5,5,5,5,5,5,5,4,5
550,2019,North Ayrshire,5,5,4,5,5,5,5,5,5,5
551,2019,North Ayrshire,3,3,2,5,4,5,5,5,5,5
552,2019,North Ayrshire,2,3,2,3,4,5,4,5,3,5
553,2019,North Ayrshire,4,5,4,5,5,5,5,5,5,5
554,2019,North Ayrshire,5,5,5,5,5,5,5,5,5,5
555,2019,North Ayrshire,4,5,5,5,5,5,5,5,5,5
556,2019,North Ayrshire,5,5,4,4,5,4,4,5,4,4
557,2019,North Ayrshire,5,4,5,5,5,5,5,4,4,5
558,2019,North Ayrshire,4,5,4,5,5,5,5,5,5,5
559,2019,North Ayrshire,4,5,5,5,5,5,4,5,5,5
560,2019,North Ayrshire,5,5,5,5,5,4,4,5,5,5
561,2019,North Ayrshire,4,5,4,4,5,5,5,5,5,5
562,2019,North Ayrshire,4,5,4,5,5,5,5,5,5,5
563,2019,North Ayrshire,4,5,5,5,5,5,5,5,5,5
564,2019,North Ayrshire,4,4,5,4,5,5,5,5,5,5
565,2019,North Ayrshire,5,5,5,5,5,5,5,5,5,5
566,2019,North Ayrshire,2,4,4,4,4,5,5,4,5,5
567,2019,North Ayrshire,4,3,4,5,4,5,5,5,5,5
568,2019,North Ayrshire,3,3,3,4,4,5,5,5,5,5
569,2019,North Ayrshire,5,5,5,NA,NA,NA,NA,NA,NA,NA
570,2019,North Ayrshire,4,4,4,5,5,5,5,5,5,4
571,2019,North Ayrshire,4,3,4,5,4,4,4,5,5,4
572,2019,North Ayrshire,1,1,1,5,5,5,5,5,5,5
573,2019,North Ayrshire,4,5,3,5,4,4,5,5,5,5
574,2019,North Ayrshire,4,4,4,4,4,4,4,5,4,4
575,2019,North Ayrshire,4,5,4,5,5,5,5,5,5,5
576,2019,North Ayrshire,4,5,3,5,5,5,5,5,5,5
577,2019,North Ayrshire,5,4,5,5,5,5,5,5,NA,5
578,2019,North Ayrshire,3,4,4,3,4,4,5,5,4,5
579,2019,North Ayrshire,4,3,4,5,5,4,5,4,4,5
580,2019,North Ayrshire,4,4,4,4,5,5,5,5,5,5
581,2019,North Ayrshire,4,5,5,5,5,5,5,5,5,4
582,2019,North Ayrshire,4,3,4,4,5,5,5,5,5,4
583,2019,North Ayrshire,4,4,4,5,5,5,5,5,5,5
584,2019,North Ayrshire,4,5,5,5,5,5,5,5,5,5
585,2019,North Ayrshire,4,5,5,5,5,5,5,5,5,5
586,2019,North Ayrshire,1,2,2,5,5,5,4,5,5,5
587,2019,North Ayrshire,4,4,5,5,4,5,5,5,5,5
588,2019,North Ayrshire,5,4,5,5,4,4,4,5,5,5
589,2019,North Ayrshire,4,4,5,5,5,5,5,5,5,5
590,2019,North Ayrshire,2,3,3,4,4,4,5,5,4,NA
591,2019,North Ayrshire,4,4,5,5,4,5,5,5,5,5
592,2019,North Ayrshire,1,4,4,2,5,5,4,5,4,3
593,2019,North Ayrshire,5,5,5,5,5,5,5,5,5,5
594,2019,North Ayrshire,4,4,4,5,5,5,5,5,5,5
595,2019,North Ayrshire,5,4,4,5,4,4,5,5,5,4
596,2019,North Ayrshire,3,3,3,4,5,5,4,5,5,5
597,2019,North Ayrshire,3,4,5,4,4,5,5,5,5,5
598,2019,North Ayrshire,2,5,5,3,5,5,3,5,5,4
599,2019,North Ayrshire,3,4,4,5,5,5,5,5,5,5
600,2019,North Ayrshire,3,2,1,4,4,4,4,4,4,5
601,2019,North Ayrshire,1,2,4,4,5,5,5,5,5,4
602,2019,North Ayrshire,4,3,1,4,4,4,5,5,5,NA
603,2019,North Ayrshire,4,3,1,4,4,5,4,5,5,5
604,2019,North Ayrshire,4,4,3,4,5,4,4,5,5,4
605,2019,North Ayrshire,4,4,3,5,5,3,5,5,5,4
606,2019,North Ayrshire,5,5,4,5,4,4,5,5,5,5
607,2019,North Ayrshire,4,5,5,5,5,5,5,5,5,5
608,2019,North Ayrshire,5,5,5,5,5,5,5,5,5,5
609,2019,North Ayrshire,5,4,5,5,5,5,5,5,5,5
610,2019,North Ayrshire,4,4,2,5,4,4,5,5,5,5
611,2019,North Ayrshire,5,5,5,5,4,5,5,5,5,5
612,2019,North Ayrshire,3,5,4,4,5,5,4,5,5,5
613,2019,North Ayrshire,4,5,5,4,5,5,5,5,4,4
614,2019,North Ayrshire,3,4,4,3,4,4,4,5,5,5
615,2019,North Ayrshire,3,3,3,4,4,4,4,5,5,NA
616,2019,North Ayrshire,3,4,3,4,4,4,4,5,5,5
617,2019,North Ayrshire,2,3,3,5,5,5,5,5,5,5
618,2019,North Ayrshire,2,3,3,5,5,5,5,5,5,5
619,2019,North Ayrshire,2,3,3,5,5,5,5,5,5,5
620,2019,North Ayrshire,2,3,3,5,5,5,5,5,5,5
621,2019,North Ayrshire,5,5,5,5,5,5,5,5,5,5
622,2019,North Ayrshire,4,2,3,5,4,4,5,5,5,4
623,2019,North Ayrshire,4,4,4,5,5,5,5,5,5,5
624,2019,North Ayrshire,4,3,4,5,5,4,5,5,5,4
625,2019,North Ayrshire,5,4,4,5,5,5,5,5,5,5
626,2019,North Ayrshire,4,4,3,4,4,4,5,5,5,5
627,2019,North Ayrshire,4,2,1,4,4,4,4,5,4,4
628,2019,North Ayrshire,4,4,4,4,4,4,4,5,4,4
629,2019,North Ayrshire,4,4,4,5,5,5,5,5,5,5
630,2019,North Ayrshire,4,4,4,5,5,5,5,5,5,4
631,2019,North Ayrshire,4,3,4,4,4,5,3,5,4,5
632,2019,North Ayrshire,4,4,NA,5,5,5,5,5,5,5
633,2019,North Ayrshire,4,5,4,4,4,4,4,5,5,5
634,2019,North Ayrshire,4,5,5,4,4,4,4,5,5,5
635,2019,North Ayrshire,3,4,3,3,4,2,4,4,4,3
636,2019,North Ayrshire,4,4,4,5,5,4,5,5,5,5
637,2019,North Ayrshire,4,4,4,5,5,5,5,5,5,5
638,2019,North Ayrshire,5,5,5,5,5,5,5,5,5,4
639,2019,North Ayrshire,5,5,5,4,4,4,4,5,5,5
640,2019,North Ayrshire,3,4,3,5,5,5,5,5,5,4
641,2019,North Ayrshire,3,4,3,4,4,4,4,5,5,5
642,2019,North Ayrshire,3,5,4,5,5,5,5,5,5,NA
643,2019,North Ayrshire,5,5,5,4,5,5,4,5,4,5
644,2019,North Ayrshire,5,5,5,5,5,5,5,5,5,5
645,2019,North Ayrshire,4,3,2,5,5,5,5,5,5,5
646,2019,North Ayrshire,3,3,2,4,4,4,4,5,5,5
647,2019,North Ayrshire,5,5,5,5,5,5,5,5,5,5
648,2019,North Ayrshire,5,3,4,5,4,5,5,5,5,NA
649,2019,North Ayrshire,3,2,4,4,4,5,4,5,4,5
650,2019,North Ayrshire,4,4,5,5,5,5,5,4,5,5
651,2019,North Ayrshire,5,4,5,5,4,5,5,5,5,5
652,2019,North Ayrshire,4,4,5,5,5,5,5,5,5,5
653,2019,North Ayrshire,5,4,5,5,4,5,5,5,5,5
654,2019,North Ayrshire,4,3,5,4,5,5,NA,5,5,5
655,2019,North Ayrshire,4,3,4,5,4,4,4,5,5,5
